IssuerId,IssuerId2,BusinessYear,StateCode,SourceName,NetworkName,NetworkURL,RowNumber,MarketCoverage,DentalOnlyPlan
23603,23603,2018,MT,SERFF,PSN,http://providerdirectory.pacificsource.com,13,Individual,Yes
23603,23603,2018,MT,SERFF,PSN,www.pacificsource.com,13,Individual,No
23603,23603,2018,MT,SERFF,Dental Indemnity,http://providerdirectory.pacificsource.com,14,Individual,No
30751,30751,2018,MT,SERFF,PPO Network,https://www.bcbsmt.com/Pages/NPFprovsearch.aspx,13,Individual,Yes
30751,30751,2018,MT,SERFF,Blue Cross and Blue Shield of Montana Dental Network,https://www.bcbsmt.com/Pages/NPFprovsearch.aspx,14,SHOP (Small Group),Yes
32225,32225,2018,MT,SERFF,Connected Care,http://montanahealthcoop.coventryproviders.com,15,SHOP (Small Group),Yes
32225,32225,2018,MT,SERFF,Access Care,http://montanahealthcoop.coventryproviders.com,13,SHOP (Small Group),Yes
46668,46668,2018,MT,SERFF,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,Individual,No
62818,62818,2018,MT,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,SHOP (Small Group),No
71788,71788,2018,MT,SERFF,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,14,Individual,No
92216,92216,2018,MT,SERFF,Ameritas PPO Dental Network,www.standard.com,13,SHOP (Small Group),Yes
93895,93895,2018,MT,SERFF,DenteMax,http://www2.dentemax.com/,13,Individual,No
15438,15438,2018,NE,SERFF,Carelink Powered by Methodist Health Partners,http://ne.coventryproviders.com,13,SHOP (Small Group),No
15438,15438,2018,NE,SERFF,Carelink Powered by Alegent Creighton Health,http://ne.coventryproviders.com,13,SHOP (Small Group),Yes
15438,15438,2018,NE,SERFF,Coventry Health Care of Nebraska,http://ne.coventryproviders.com,13,Individual,No
15438,15438,2018,NE,SERFF,Coventry Health Care of Nebraska - HMO,http://ne.coventryproviders.com,13,SHOP (Small Group),Yes
15438,15438,2018,NE,SERFF,Carelink Powered by MIPPA,http://ne.coventryproviders.com,13,SHOP (Small Group),No
29678,29678,2018,NE,SERFF,NEtwork BLUE,http://nebraskablue.prismisp.com,13,Individual,Yes
29678,29678,2018,NE,SERFF,Select BlueChoice Three-Tier,http://nebraskablue.prismisp.com,14,Individual,No
36768,36768,2018,NE,SERFF,Ameritas PPO Dental Network,www.ameritasgroup.com,15,Individual,No
43198,43198,2018,NE,SERFF,CoOportunity Premier,www.cooportunityhealth.com/providersearch,16,Individual,No
45550,45550,2018,NE,SERFF,Delta Dental PPO and Delta Dental Premier,www.deltadentalne.org/findADentist,13,SHOP (Small Group),Yes
50022,50022,2018,NE,SERFF,CONNECTION Dental through PPO USA,http://www.ppousa.com/patients/index.html,13,Individual,Yes
77931,77931,2018,NE,SERFF,Health Alliance Midwest Network,https://www.healthalliance.org/Guests/ProviderSearch?DirectoryName=NEX,13,SHOP (Small Group),Yes
90142,90142,2018,NE,SERFF,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,SHOP (Small Group),Yes
95796,95796,2018,NE,SERFF,Ameritas PPO Dental Network,www.standard.com,14,SHOP (Small Group),Yes
98048,98048,2018,NE,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,15,SHOP (Small Group),Yes
24847,24847,2018,NH,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,16,SHOP (Small Group),Yes
57601,57601,2018,NH,SERFF,Dental Complete,www.Anthem.com,13,SHOP (Small Group),Yes
87701,87701,2018,NH,SERFF,Delta Dental EPO,http://www.nedelta.com/localdentistsearch,13,Individual,Yes
96751,96751,2018,NH,SERFF,Pathway X Enhanced,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),Yes
96751,96751,2018,NH,SERFF,Pathway X,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,Individual,No
96751,96751,2018,NH,SERFF,Pathway X Enhanced (with dental),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),No
17911,17911,2018,NM,SERFF,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,Individual,No
17911,17911,2018,NM,SERFF,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,SHOP (Small Group),No
19722,19722,2018,NM,SERFF,Molina New Mexico Exchange,http://www.molinahealthcare.com/providersearch,13,SHOP (Small Group),No
26075,26075,2018,NM,SERFF,DenteMax,http://www2.dentemax.com/,13,Individual,No
57173,57173,2018,NM,SERFF,Presbyterian Network Inc,https://presbyterianproviderfinder.ipf.vitals.com/search,13,Individual,No
75605,75605,2018,NM,SERFF,PPO,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,13,SHOP (Small Group),No
75605,75605,2018,NM,SERFF,BlueCare Dental PPO,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,13,Individual,Yes
75605,75605,2018,NM,SERFF,Community HMO,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,13,SHOP (Small Group),Yes
75605,75605,2018,NM,SERFF,Blue Advantage HMO,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,13,Individual,Yes
93091,93091,2018,NM,SERFF,UNM Connect,http://mynmhc.org/Find_a_Doctor.aspx,13,SHOP (Small Group),Yes
93091,93091,2018,NM,SERFF,My NMHC Network,http://mynmhc.org/Find_a_Doctor.aspx,13,SHOP (Small Group),No
20126,20126,2018,OH,SERFF,Kaiser Permanente HMO,www.kp.org/ohio,13,Individual,No
28162,28162,2018,OH,SERFF,AultCare PPO,http://www.aultcare.com/myProviders,13,SHOP (Small Group),Yes
28162,28162,2018,OH,SERFF,AultCare Value PPO,http://www.aultcare.com/exchangeproviders,13,Individual,No
29276,29276,2018,OH,SERFF,Pathway X Tiered Hospital,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),Yes
29276,29276,2018,OH,SERFF,Dental Prime,www.Anthem.com,13,SHOP (Small Group),No
29276,29276,2018,OH,SERFF,Pathway X Tiered Hospital (with dental),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,Individual,No
30042,30042,2018,OH,SERFF,Preferred Network,http://www.superiordental.com/findDentist.asp,14,SHOP (Small Group),No
34968,34968,2018,OH,SERFF,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_OH&planType=DPPO&networkID=2,15,SHOP (Small Group),No
34968,34968,2018,OH,SERFF,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_OH&planType=DPPO&networkID=2,13,Individual,No
34968,34968,2018,OH,SERFF,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_OH&planType=DPPO&networkID=2,13,Individual,No
34968,34968,2018,OH,SERFF,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_OH&planType=DPPO&networkID=2,13,Individual,Yes
41047,41047,2018,OH,SERFF,Buckeye Community Health Plan,http://ambetter.bchpohio.com/findadoc,13,SHOP (Small Group),Yes
47509,47509,2018,OH,SERFF,DenteMax,http://www2.dentemax.com/,13,SHOP (Small Group),No
48333,48333,2018,OH,SERFF,Ameritas PPO Dental Network,www.standard.com,13,Individual,No
52664,52664,2018,OH,SERFF,SCSelect,www.mysummacare.com/providernetwork/scselect,13,Individual,No
52664,52664,2018,OH,SERFF,SCPremier,www.mysummacare.com/providernetwork/scpremier,13,SHOP (Small Group),No
52664,52664,2018,OH,SERFF,Mercy Choice,www.mysummacare.com/providernetwork/mercychoice,13,SHOP (Small Group),Yes
58255,58255,2018,OH,SERFF,Advantage Plus,https://secure.ucci.com/tp2fad/,13,SHOP (Small Group),Yes
59401,59401,2018,OH,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,SHOP (Small Group),Yes
64353,64353,2018,OH,SERFF,Molina Exchange Network,http://www.molinahealthcare.com/providersearch,13,Individual,Yes
66083,66083,2018,OH,SERFF,Cincinnati Northern KY HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=750,13,Individual,Yes
66083,66083,2018,OH,SERFF,Dayton HMOx,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=814,13,SHOP (Small Group),Yes
68158,68158,2018,OH,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,SHOP (Small Group),No
74313,74313,2018,OH,SERFF,Paramount,https://paramount.abovehealth.com/Router.jsp?component=Main&source=Logon&action=ProviderDirectory,13,Individual,No
77552,77552,2018,OH,SERFF,Network 170,https://memberportal.caresource.com/App/OH/FindADoctor/Just4Me,14,SHOP (Small Group),No
77552,77552,2018,OH,SERFF,Network 180,https://memberportal.caresource.com/App/OH/FindADoctor/Just4Me,14,Individual,No
77552,77552,2018,OH,SERFF,Network 190,https://memberportal.caresource.com/App/OH/FindADoctor/Just4Me,15,Individual,No
77552,77552,2018,OH,SERFF,Network 200,https://memberportal.caresource.com/App/OH/FindADoctor/Just4Me,13,Individual,No
92036,92036,2018,OH,SERFF,HealthSpan Select,www.HealthspanNetwork.com,13,SHOP (Small Group),No
97596,97596,2018,OH,SERFF,Humana Dental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,14,Individual,No
98894,98894,2018,OH,SERFF,HealthAmerica One PPO,http://oh.coventryproviders.com,14,SHOP (Small Group),No
99734,99734,2018,OH,SERFF,DSP PPO Network,Fad.dentalcareplus.com,15,SHOP (Small Group),Yes
99734,99734,2018,OH,SERFF,DCP HMO Network,Fad.dentalcareplus.com,15,Individual,Yes
99734,99734,2018,OH,SERFF,PPO On-Exchange Network,Hixfad.dentalcareplus.com,13,Individual,No
99969,99969,2018,OH,SERFF,SuperMed Network,https://providersearch.medmutual.com/default.aspx?product=SM%2b,13,SHOP (Small Group),No
99969,99969,2018,OH,SERFF,Dentemax,http://www2.dentemax.com/Members/FindADentist.aspx,14,Individual,Yes
13380,13380,2018,SD,SERFF,Ameritas PPO Dental Network,www.ameritasgroup.com,14,SHOP (Small Group),Yes
25868,25868,2018,SD,SERFF,Delta Dental Premier,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01,13,SHOP (Small Group),No
40308,40308,2018,VA,SERFF,Regional Preferred Participating Network,https://member.carefirst.com/wps/portal/Member/public/findaprovider,13,Individual,No
42808,42808,2018,VA,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,14,Individual,No
44721,44721,2018,VA,SERFF,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,14,SHOP (Small Group),No
54965,54965,2018,VA,SERFF,Dominion Dental DHMO,https://www.dominiondental.com/find-a-dentist,13,SHOP (Small Group),Yes
54965,54965,2018,VA,SERFF,Dominion Dental PPO,https://www.dominiondental.com/find-a-dentist,13,SHOP (Small Group),Yes
72006,72006,2018,VA,SERFF,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_VA&planType=DPPO&networkID=2,13,Individual,Yes
72006,72006,2018,VA,SERFF,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_VA&planType=DPPO&networkID=2,13,SHOP (Small Group),Yes
72006,72006,2018,VA,SERFF,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_VA&planType=DPPO&networkID=2,13,SHOP (Small Group),Yes
72006,72006,2018,VA,SERFF,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_VA&planType=DPPO&networkID=2,13,Individual,Yes
88380,88380,2018,VA,SERFF,Pathway X Tiered Hospital  (On), https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),Yes
88380,88380,2018,VA,SERFF,Pathway X Tiered Hospital  (with Dental), https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),No
95185,95185,2018,VA,SERFF,Kaiser Foundation Health Plan of Mid Atlantic States Incorporated Signature,http://www.geoaccess.com/Kaiser/po/KaiserIntro.asp?Exchange=true,13,Individual,No
97762,97762,2018,VA,SERFF,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,14,Individual,No
97927,97927,2018,VA,SERFF,DentaQuest Virginia EPO Inc.,www.dentaquest.com,14,SHOP (Small Group),No
99663,99663,2018,VA,SERFF,Carelink Bon Secours Richmond,http://va.coventryproviders.com,15,Individual,No
99663,99663,2018,VA,SERFF,Carelink Southside,http://va.coventryproviders.com,16,SHOP (Small Group),No
99663,99663,2018,VA,SERFF,CoventryOne Virginia POS,http://va.coventryproviders.com,16,Individual,No
31274,31274,2018,WV,SERFF,SuperBlue Plus PPO,www.HighmarkBCBSWV.com,13,Individual,No
34848,34848,2018,WV,SERFF,Advantage Plus,https://secure.ucci.com/tp2fad/?network=074,13,SHOP (Small Group),No
52120,52120,2018,WV,SERFF,Lincoln Dental Connect,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,14,Individual,No
53843,53843,2018,WV,SERFF,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,SHOP (Small Group),Yes
76526,76526,2018,WV,SERFF,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,SHOP (Small Group),No
96480,96480,2018,WV,SERFF,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,Individual,No
89942,89942,2017,GA,HIOS,Kaiser Permanente HMO,kp.org/gaprovider,13,SHOP (Small Group),Yes
93332,93332,2017,GA,HIOS,Atlanta HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=804,13,Individual,Yes
93332,93332,2017,GA,HIOS,"Columbus, GA HMOx",https://www.humana.com/finder/search?customerId=1059&pfpkey=758,13,SHOP (Small Group),Yes
93332,93332,2017,GA,HIOS,Savannah HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=805,13,Individual,Yes
93332,93332,2017,GA,HIOS,Macon HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=925,13,Individual,No
93332,93332,2017,GA,HIOS,National POS - Open Access,https://www.humana.com/finder/search?customerId=1059&pfpkey=319,13,SHOP (Small Group),No
98239,98239,2017,GA,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,13,SHOP (Small Group),Yes
10064,10064,2017,IN,HIOS,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,13,SHOP (Small Group),Yes
17575,17575,2017,IN,HIOS,Pathway X HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPH,13,SHOP (Small Group),Yes
17575,17575,2017,IN,HIOS,Pathway X HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPH,13,SHOP (Small Group),Yes
17575,17575,2017,IN,HIOS,Pathway HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),Yes
17575,17575,2017,IN,HIOS,Pathway HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,Individual,Yes
17575,17575,2017,IN,HIOS,Blue Preferred HMO/POS,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPB,13,SHOP (Small Group),Yes
17575,17575,2017,IN,HIOS,Blue Preferred HMO/POS with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?alphaprefix=XPB,13,Individual,Yes
17575,17575,2017,IN,HIOS,Blue Access,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,Individual,No
17575,17575,2017,IN,HIOS,Blue Access with Dental,https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,13,SHOP (Small Group),No
17575,17575,2017,IN,HIOS,Dental Prime,http://www.geoaccess.com/awp/Dental/PO/begin.asp?Gateway=False&st=DV&Company=Anthem-BCBS&netcode=DVP,14,Individual,No
20855,20855,2017,IN,HIOS,"ADVANTAGE Health Solutions, Inc Network",http://www.advantageplan.com/member/shop-2017/,13,Individual,Yes
21029,21029,2017,IN,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,14,Individual,Yes
28856,28856,2017,IN,HIOS,Delta Dental PPO & Premier,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,Individual,No
28856,28856,2017,IN,HIOS,Delta Dental PPO Only,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,Individual,Yes
33380,33380,2017,IN,HIOS,IU Health,http://iuhealth.cloudapp.net/iuhealth/,13,Individual,No
34537,34537,2017,IN,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,13,Individual,No
35065,35065,2017,IN,HIOS,Ambetter from MHS,http://ambetter.mhsindiana.com/findadoc,13,Individual,Yes
36373,36373,2017,IN,HIOS,Choice,http://xin.welcometouhc.com/find-a-doctor,14,Individual,No
50816,50816,2017,IN,HIOS,PHP Premier,http://www.phpni.com/marketplace/premier2017,15,Individual,No
50816,50816,2017,IN,HIOS,PHP Select,http://www.phpni.com/marketplace/select2017,13,Individual,No
50816,50816,2017,IN,HIOS,PHP Select,http://www.phpni.com/marketplace/select2017,14,Individual,No
51303,51303,2017,IN,HIOS,DenteMax Plus,http://www.alwayscarebenefits.com/comm/providers/INDentalProviderDirectory.pdf,13,SHOP (Small Group),No
54192,54192,2017,IN,HIOS,CareSource Just4Me Indiananapolis Area,https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me,13,Individual,No
54192,54192,2017,IN,HIOS,CareSource Just4Me Southern,https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me,13,SHOP (Small Group),No
56340,56340,2017,IN,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,Individual,No
57874,57874,2017,IN,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,14,Individual,No
57874,57874,2017,IN,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,SHOP (Small Group),No
59560,59560,2017,IN,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,SHOP (Small Group),Yes
62033,62033,2017,IN,HIOS,MDwise Marketplace,www.mdwise.org/marketplace/findadoctor,13,Individual,Yes
62033,62033,2017,IN,HIOS,MDwise Marketplace,www.mdwise.org/marketplace/findadoctor,13,Individual,No
67920,67920,2017,IN,HIOS,Landmark,http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=SIHO&NodeId=LEVEL0_1,14,Individual,No
67920,67920,2017,IN,HIOS,Landmark Combined,http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=LANDMARK&NodeId=LEVEL0_1,13,SHOP (Small Group),Yes
67920,67920,2017,IN,HIOS,SIHO Marketplace,http://www.siho.org/Marketplace/ProviderLookup/,13,SHOP (Small Group),Yes
69051,69051,2017,IN,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,14,SHOP (Small Group),Yes
69051,69051,2017,IN,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,15,SHOP (Small Group),Yes
69051,69051,2017,IN,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,16,SHOP (Small Group),Yes
69051,69051,2017,IN,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,13,Individual,No
69572,69572,2017,IN,HIOS,Ameritas PPO Dental Network,www.standard.com,13,SHOP (Small Group),Yes
72074,72074,2017,IN,HIOS,"DenteMax, LLC",www.dentemax.com,13,Individual,Yes
79503,79503,2017,IN,HIOS,PPO On-Exchange Network (IN),hixfadin.dentalcareplus.com,13,SHOP (Small Group),Yes
83557,83557,2017,IN,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,13,Individual,No
83557,83557,2017,IN,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,13,SHOP (Small Group),No
87417,87417,2017,IN,HIOS,DenteMax,www.truassure.com/dentist-search,14,SHOP (Small Group),No
90613,90613,2017,IN,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,15,Individual,No
91842,91842,2017,IN,HIOS,Network Savings 1,assuranthealth.com/networksavings1,15,SHOP (Small Group),No
91842,91842,2017,IN,HIOS,Network Savings 8,assuranthealth.com/networksavings8,13,SHOP (Small Group),Yes
91920,91920,2017,IN,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,SHOP (Small Group),Yes
97677,97677,2017,IN,HIOS,Connection Dental,www.PPOUSA.com,13,Individual,No
97975,97975,2017,IN,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,13,Individual,No
17940,17940,2017,LA,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,14,Individual,No
18575,18575,2017,LA,HIOS,ACB,http://www.alwayscarebenefits.com/comm/providers/LADentalProviderDirectory.pdf,13,SHOP (Small Group),Yes
18802,18802,2017,LA,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,Individual,No
21989,21989,2017,AK,HIOS,Delta Dental PPO,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,14,Individual,No
21989,21989,2017,AK,HIOS,Delta Dental Premier,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,15,Individual,No
38344,38344,2017,AK,HIOS,HeritagePlus,https://www.premera.com/ak/visitor/,16,Individual,No
38344,38344,2017,AK,HIOS,Dental,https://www.premera.com/ak/visitor/,17,Individual,No
38536,38536,2017,AK,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,SHOP (Small Group),No
45858,45858,2017,AK,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,13,Individual,No
47904,47904,2017,AK,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,Individual,Yes
47904,47904,2017,AK,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,Individual,No
58670,58670,2017,AK,HIOS,indemnity,indemnity,13,SHOP (Small Group),Yes
73836,73836,2017,AK,HIOS,Endeavor Select,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,14,SHOP (Small Group),Yes
73836,73836,2017,AK,HIOS,Endeavor Providence,https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml,15,SHOP (Small Group),Yes
74819,74819,2017,AK,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,15,Individual,Yes
74819,74819,2017,AK,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,13,SHOP (Small Group),No
81761,81761,2017,AK,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,13,Individual,No
84394,84394,2017,AK,HIOS,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,13,SHOP (Small Group),Yes
84859,84859,2017,AK,HIOS,Ameritas PPO Dental Network,www.standard.com,13,SHOP (Small Group),Yes
96211,96211,2017,AK,HIOS,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,13,Individual,Yes
12538,12538,2017,AL,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,13,SHOP (Small Group),Yes
12538,12538,2017,AL,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,13,SHOP (Small Group),No
17017,17017,2017,AL,HIOS,"DenteMax, LLC",www.dentemax.com,13,SHOP (Small Group),No
17540,17540,2017,AL,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,SHOP (Small Group),Yes
18756,18756,2017,AL,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,13,Individual,Yes
24682,24682,2017,AL,HIOS,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,13,SHOP (Small Group),Yes
28725,28725,2017,AL,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,SHOP (Small Group),Yes
28725,28725,2017,AL,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,Individual,Yes
28732,28732,2017,AL,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,13,SHOP (Small Group),Yes
28899,28899,2017,AL,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,14,SHOP (Small Group),Yes
39951,39951,2017,AL,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,14,Individual,Yes
44580,44580,2017,AL,HIOS,Birmingham PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=808,13,SHOP (Small Group),Yes
44580,44580,2017,AL,HIOS,Huntsville PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=809,14,SHOP (Small Group),Yes
44580,44580,2017,AL,HIOS,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,15,SHOP (Small Group),Yes
46211,46211,2017,AL,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,16,SHOP (Small Group),Yes
46944,46944,2017,AL,HIOS,BCBSAL PPO,https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication,13,Individual,No
46944,46944,2017,AL,HIOS,BCBSAL Dental,https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication,13,SHOP (Small Group),No
68259,68259,2017,AL,HIOS,Compass,http://xal.welcometouhc.com/find-a-doctor,14,Individual,No
68707,68707,2017,AL,HIOS,Ameritas PPO Dental Network,www.standard.com,13,Individual,No
77233,77233,2017,AL,HIOS,Dentegra: Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,SHOP (Small Group),No
82285,82285,2017,AL,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,Individual,Yes
82285,82285,2017,AL,HIOS,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,13,SHOP (Small Group),Yes
12303,12303,2017,AZ,HIOS,DSM USA Insurance Company,www.dentaquest.com,13,SHOP (Small Group),Yes
13576,13576,2017,AZ,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,13,Individual,Yes
17100,17100,2017,AZ,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,13,Individual,No
17100,17100,2017,AZ,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,14,Individual,No
17100,17100,2017,AZ,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2,15,Individual,No
